"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","A1.spat","A2.spat","A3.spat","A4.spat","A5.spat","A6.spat","A7.spat","A8.spat","A9.spat","A10.spat","A11.spat"
"222","XM_022488940.1",97.2201144979393,19.6669842209542,3.84211259942924,5.11879433826999,3.07495051318866e-07,6.66793322995055e-06,338.153917554069,0,475.3249797497,80.7941963932616,62.641907372166,112.506258408136,0,0,0,0,0
"223","XM_022437764.1",44.1628691230119,11.6106231748273,2.26970253859847,5.1154823054464,3.12940284394892e-07,6.75558084787897e-06,88.3811375425408,57.3928740756912,97.1194457641823,71.9265406915622,66.7095636950339,82.5045894992998,21.7574090848204,0,0,0,0
"224","XM_022478515.1",557.45384000965,0.916947994943023,0.17943056025121,5.11032230886009,3.21609670782232e-07,6.9117364069003e-06,630.195937259856,718.976186148204,687.306846946521,521.221096244334,552.387728645464,612.22155617094,340.866075662186,374.211807366985,632.075070188777,549.819965551039,512.709969921846
"225","XM_022468042.1",516.564041174704,0.807822092366022,0.158153124054031,5.10784783543092,3.25848885694723e-07,6.97171793659731e-06,584.084039411574,572.885233955535,582.716674585094,533.044637179933,560.5230412912,660.974268147799,466.230194674723,439.838504927613,436.389038284403,441.819615174942,403.69920528893
"226","XM_022462850.1",2416.56298149431,-1.19136676435848,0.234414050453084,-5.0823180694833,3.72856370695954e-07,7.91278010415595e-06,1469.81674391399,1577.78228368082,1649.16289634179,2638.62021879457,2728.5838613798,1857.29081588765,2668.90884773797,3228.9731512543,2903.13549679729,2958.55505272702,2901.36342792222
"227","XM_022470580.1",252.879998548039,2.23708399136353,0.440181646683797,5.08218370351669,3.7312029157528e-07,7.91278010415595e-06,413.085751557527,234.789030309646,297.895223065136,413.823932745974,248.940566959517,403.147425962488,175.09533977784,131.951551478284,149.750343663911,156.273234256322,156.92758425178
"228","XM_022471530.1",209.137357642473,2.07555012683317,0.408624668436287,5.07935591548064,3.78716623321297e-07,7.99623607310845e-06,345.839233862116,218.092921487626,257.740067604945,266.029671050983,220.466972699441,305.64200200877,129.508387409645,90.0621700566064,151.587771193529,187.364244213077,128.177492480461
"229","XM_022440862.1",436.082544175042,-2.94988919549631,0.580875887388042,-5.07834678550825,3.80733284542866e-07,8.00371192921116e-06,172.919616931058,131.481856973402,211.981867196821,462.103391566338,241.618785578355,170.634491919006,560.512300708945,385.382309079432,876.452931628043,724.911442675923,858.908991668139
"230","XM_022432129.1",906.545980168836,1.90049582067084,0.374521188888565,5.07446808633386,3.88581438485032e-07,8.13317845594324e-06,1362.22231560133,787.847635039033,1374.61369389304,1289.75125705829,964.848079784272,1150.37649222319,642.36160155184,466.368446494675,661.473910662674,598.91103390381,673.23131564504
"231","XM_022435557.1",92.3602350949022,3.43988245466085,0.679644221738405,5.06129875696178,4.16410113744963e-07,8.67791466479763e-06,153.70632616094,178.439663035331,167.157507613352,98.5295077966605,52.0660009327094,151.883448850984,34.1902142761463,26.5299415670624,70.7409598903138,36.0001167920323,46.7188991283925
"232","XM_022483619.1",2691.67915626826,1.08535276373061,0.214986496661082,5.04846946476656,4.45363636930021e-07,9.24129546629793e-06,3131.76639552916,3375.74450245202,2813.66240468732,3393.35624851699,2575.63998363997,3564.57328723111,2387.09859673458,1996.72718109996,2073.53696717452,2146.09787148865,2150.26728039653
"233","XM_022446058.1",37.5095241934171,8.26895583330883,1.64060968435618,5.04017251157079,4.6511239421609e-07,9.60966122642171e-06,36.5052524632234,34.4357244454147,59.7658127779583,44.3382785084972,34.9818443766641,68.4413071982828,0,0,67.984818595886,27.8182720665704,38.3334556950913
"234","XM_022477923.1",132.380925985014,12.2997575837995,2.44292451308195,5.03484963122434,4.78224077163121e-07,9.83833635668062e-06,163.312971545999,237.919550713774,477.192661399011,135.970720759392,76.471938869917,209.074130208453,0,0,67.0661048310767,89.1821075075346,0
"235","XM_022466459.1",85.8132126760544,-24.9945650173158,4.96627764508481,-5.03285696119975,4.8322368355988e-07,9.89888856449899e-06,0,0,0,0,192.80690970394,0,221.718359245313,272.979135597931,85.4403801272621,171.000554762154,0
"236","XM_022470964.1",19.4606809660516,-7.53988563213106,1.50585684575216,-5.00704011367359,5.52734111055771e-07,1.12748390280614e-05,0,0,0,30.5441474169648,17.8976878206189,15.0008344544181,29.0098787797605,27.2280979240903,35.8298368275615,44.1819615174942,14.3750458856592
"237","XM_022459248.1",104.874614109207,12.0196653330194,2.40922295205847,4.98902159418231,6.06858638789753e-07,1.2326656063856e-05,255.536767242564,67.8279420894532,172.760552561286,226.617867932319,143.995033829525,153.758553157786,0,0,72.5783874199323,60.545650968418,0
"238","XM_022463055.1",1656.85092247011,-3.2447198455696,0.650595646188571,-4.98730642385691,6.12269154604429e-07,1.23324841433712e-05,595.612013873644,788.891141840409,501.472522840057,869.030258766546,1358.59721183789,1138.18831422898,2922.74528706087,4960.40091668363,850.728946213384,1462.91383691259,2776.77969691317
"239","XM_022464859.1",114.595287433459,-1.71324480618754,0.343465560654515,-4.98811235374733,6.09721077869266e-07,1.23324841433712e-05,86.459808465529,67.8279420894532,83.1118333943483,81.7794914712283,114.707908304875,75.9417244254918,177.167473976395,204.559812609191,135.969637191772,109.636719321189,123.385810518575
"240","XM_022487700.1",55.7252540198703,-24.5475521738188,4.9328317366853,-4.97636114186898,6.47907161240495e-07,1.29959378092156e-05,0,0,0,0,122.029689686038,0,145.049393898803,155.688867617234,63.3912497718396,126.818593244659,0
"241","XM_022454601.1",55.8722160258752,18.5021205823748,3.72428167199675,4.96797025893451,6.7657335962652e-07,1.35146230424982e-05,109.51575738967,110.611720945878,127.002352153161,138.926605993291,128.537939802626,0,0,0,0,0,0
"242","XM_022474492.1",50.0653630502247,25.6163372690262,5.15771846246584,4.96660247267148,6.81360569239029e-07,1.35540073566805e-05,51.8758850793174,135.655884178906,249.335500183045,0,0,90.94255887991,0,0,0,22.9091652312933,0
"243","XM_022473445.1",50.6368956454992,-24.3476324858298,4.91649204691788,-4.9522367276264,7.33652771597624e-07,1.45341746603743e-05,0,0,0,0,113.080845775728,0,154.373997792297,127.762613336116,57.878967182984,103.909428013366,0
"244","XM_022481326.1",60.4204850835831,2.91410039648743,0.589627827660219,4.94227080165342,7.72178578170143e-07,1.52347035873404e-05,124.886390005764,58.4363808770674,93.3840824655599,69.955950535629,76.471938869917,89.0674545731077,22.7934761840976,39.0967559935656,25.7239854146595,38.4546702096709,26.3542507903752
"245","XM_022472614.1",74.1706512953177,2.66784811262382,0.540823101414368,4.93294037485977,8.10008875440158e-07,1.59158478627303e-05,94.145124773576,48.0013128633053,87.7810375176263,132.029540447525,121.216158421464,107.81849764113,32.118080077592,18.1520652827269,70.7409598903138,52.3638062429561,51.5105810902789
"246","XM_022437841.1",22.2129826983336,8.43186258126467,1.71067247955722,4.92897540705578,8.26619779501807e-07,1.6176209831389e-05,19.2132907701176,26.0876700344051,17.7429756684564,18.7206064813655,41.4900944932528,70.316411505085,0,0,22.0491303554225,15.5455049783776,13.1771253951876
"247","XM_022470052.1",19.0243023602504,-7.52371608038245,1.52939496638361,-4.91940685418428,8.68068653832597e-07,1.69185526297576e-05,0,0,0,16.7500163254323,30.1006567892226,16.8759387612204,20.7213419855432,52.3617267770968,34.9111230627522,17.18187392347,20.3646483380172
"248","XM_022472378.1",72.9478241591673,-24.0298098241857,4.89851627157716,-4.90552822364085,9.31762405970376e-07,1.80867105739572e-05,0,0,0,65.029475145796,127.724408538053,0,166.806802983623,312.774047948525,0,130.091331134844,0
"249","XM_022475863.1",53.2909004688559,8.704738709134,1.7773152471699,4.89768977281603,9.69699675047687e-07,1.87475270509219e-05,44.1905687712704,89.7415849183535,134.473078750406,24.6323769491651,22.7788754080604,86.2547981129043,0,0,53.2853983589376,61.3638354409642,69.4793884473529
"250","XM_022473533.1",14.630116625742,-6.99834757545332,1.42946282647448,-4.89578843593544,9.79123612580922e-07,1.88540042838582e-05,0,0,0,10.8382458576327,24.4059379372075,15.9383866078193,27.9738116804834,26.5299415670624,20.2117028258039,12.2727670881928,22.7604893189604
"251","XM_022453867.1",203.734174017991,2.57357391699485,0.530318457029428,4.85288392829225,1.2167891408412e-06,2.33371431235439e-05,247.851450934516,328.704642433504,346.454945947227,106.411868420393,179.790409470762,253.139081418306,48.6951536660266,32.115192423286,254.483712852168,208.637040499278,234.792416132434
"252","XM_022467411.1",1052.50189827576,2.72342208714294,0.561501974036216,4.85024490219741,1.23309129169639e-06,2.35559582469303e-05,1542.82724884044,761.759965004628,1553.91113222692,1469.07496124821,1203.21274030433,2133.86870114098,613.35172277208,345.587396728839,575.114816770603,567.820023947055,810.992172049274
"253","XM_022445716.1",56.7175534519146,2.60163281690167,0.536612326842133,4.84825391956948,1.24552910508648e-06,2.36062091019146e-05,67.2465176954115,59.4798876784436,86.8471966929707,98.5295077966605,57.7607197847245,90.94255887991,34.1902142761463,20.2465343538108,40.4234056516079,31.0910099567552,37.1355352046197
"254","XM_022476506.1",69.3242292900492,-23.7082430438834,4.88975986429211,-4.84854956109704,1.24367461095154e-06,2.36062091019146e-05,0,0,0,77.8383111593618,100.064345542551,0,74.5968311479556,418.195657859746,91.871376480927,0,0
"255","XM_022468925.1",1048.58412340157,-1.39275573162361,0.287316403441303,-4.84746333638462,1.25050133669793e-06,2.36075036661327e-05,941.45124773576,905.763903594544,910.494804039209,828.633160569915,570.285416466083,821.295686379393,1300.26420959284,1769.12820870884,1297.22383591069,1021.91240621019,1167.97247820981
"256","XM_022469533.1",53.2918008070422,-24.1316826633385,4.98169633824025,-4.84406937414071,1.27206484063096e-06,2.39207818078026e-05,0,0,0,0,139.113846242083,0,165.770735884346,97.043733626886,61.5538222422211,122.727670881928,0
"257","XM_022470078.1",338.845562349105,-2.38715406102915,0.493472664278576,-4.83745956732784,1.31509125170893e-06,2.46336548082755e-05,161.391642468987,235.832537111022,138.208442049029,258.147310427251,284.735942600755,190.32308714043,657.902608040998,944.605551058826,195.686031904374,301.091885896998,359.376147141481
"258","XM_022433442.1",512.940067483134,-1.26248117300228,0.261042450648455,-4.83630601025294,1.32274238032112e-06,2.46809372824258e-05,430.377713250633,417.402720550481,386.610101407418,468.015162034138,428.730976430279,353.457161832227,680.696084225095,740.045738449634,535.610124883804,495.819790362991,705.575168887774
"259","XM_022475138.1",47.3553436556568,-24.0590775777879,4.97553785110842,-4.83547272631604,1.32829586737002e-06,2.4688866044476e-05,0,0,0,0,122.843220950611,0,83.9214350414501,129.158926050172,67.984818595886,117.000379574105,0
"260","XM_022459637.1",469.671251797258,-1.40339063631508,0.290446452061846,-4.83183948832074,1.3527730187209e-06,2.50471127389324e-05,317.01929770694,351.66179206378,357.661035843094,330.073851118813,469.407539658958,394.709456581877,646.505869948949,804.974279653234,418.933476753027,488.456130110075,586.981040331085
"261","XM_022437777.1",245.281174430345,-25.066375808085,5.19082957474702,-4.82897298921756,1.37239020623723e-06,2.53129749150421e-05,0,0,0,596.103522169796,422.222726313691,0,673.443614530155,0,508.048711939526,498.274343780629,0
"262","XM_022476407.1",164.758371197259,-1.72640753311196,0.358148985889182,-4.82036136114077,1.43298413834124e-06,2.63297161907433e-05,103.751770158635,124.177309363768,105.524013186083,119.220704433959,160.265659120996,116.256467021741,299.4233916911,248.543663101953,135.050923426963,201.273380246363,198.854801418286
"263","XM_022454597.1",214.411455920698,-2.20691522053257,0.458120812948605,-4.81732145354451,1.454981854255e-06,2.66322534083025e-05,115.279744620705,99.1331461307393,112.994739783327,134.985425681425,130.165002331774,268.139915872724,295.279123293991,297.41460809391,293.988404738966,275.728167248066,335.417737332049
"264","XM_022485580.1",462.303636896489,-0.945875184467538,0.196397827402783,-4.81611837043232,1.46377711224078e-06,2.66917538572996e-05,380.423157248328,360.00984647479,340.851900999294,404.956277044275,473.475195981826,425.648677644115,627.85666216196,596.923685258903,419.852190517836,549.819965551039,505.522446979016
"265","XM_022443759.1",34.0618350199286,20.6514699332895,4.28886704029317,4.81513409934895,1.47101072177302e-06,2.67224362815673e-05,0,93.9156121238583,0,35.4706228067978,29.2871255246491,32.8143253690397,0,0,96.4649453049733,86.727554089896,0
"266","XM_022467119.1",340.601156413285,-0.864152446990748,0.179664181213177,-4.80982041693333,1.51065956120627e-06,2.73395305550638e-05,340.075246631081,357.922832872038,289.490655643236,258.147310427251,253.821754546958,286.890958940747,419.60717520725,467.764759208731,361.054509570043,345.273847414492,366.56367008431
"267","XM_022457734.1",1006.32129223465,0.634028944935125,0.131888192242956,4.8073215209983,1.52965875578742e-06,2.75796900762572e-05,1083.62959943463,988.200940903264,1200.9193005071,1066.08927435987,1143.01142672589,1057.55882903648,796.735599344137,743.536520234774,1009.66642752539,985.912289418158,994.27400709143
"268","XM_022433323.1",606.399826618305,-0.704683846725107,0.146676564003553,-4.80433838570174,1.55264053028188e-06,2.7889595196929e-05,568.71340679548,465.404033413787,542.561519124903,577.382915688431,573.539541524377,527.841862364838,691.056755217867,772.16093087292,653.205486779391,650.45665567422,648.074985345137
"269","XM_022453645.1",39.5131158869764,20.4706844285066,4.26762800944437,4.79673588775884,1.61272015519119e-06,2.88610960114884e-05,0,85.5675577128487,0,45.3235735864639,34.9818443766641,38.4396382894465,0,0,101.05851412902,129.273146662298,0
"270","XR_002637669.1",108.559723399065,3.26897251050746,0.68306713104367,4.78572655884166,1.70369879608525e-06,3.03763185346458e-05,149.863668006917,60.5233944798198,154.083736068174,228.588458088252,177.349815677042,154.696105311187,48.6951536660266,23.7373161389505,77.1719562439786,52.3638062429561,67.0835474664097
"271","XM_022461188.1",40.0804999774406,22.9857524028745,4.80829999345667,4.7804322596665,1.74918690971884e-06,3.10722722634188e-05,0,0,87.7810375176263,100.500097952594,88.6749078385208,78.7543808856952,0,85.1750755574108,0,0,0
"272","XM_022440019.1",79.6377193587766,3.50606228815539,0.734422960432165,4.77390070442825,1.80691496476317e-06,3.19797376484187e-05,109.51575738967,49.0448196646815,156.885258542141,144.838376461091,84.6072515156528,145.320583777176,25.901677481929,25.8317852100344,56.9602534181747,35.1819323194861,41.9272171665061
"273","XM_022485233.1",208.813642411004,-1.14426672648704,0.239744112652694,-4.77286684467903,1.8162187652743e-06,3.20266561759359e-05,149.863668006917,188.874731049093,147.546850295585,180.308999267889,201.755753614249,169.696939765605,290.098787797605,353.267116656146,203.954455787658,212.727962862009,198.854801418286
"274","XM_022456079.1",444.530533516625,-1.87454130837323,0.393042287382384,-4.76931202710389,1.84856142872728e-06,3.24780099193179e-05,357.367208324187,374.618941694057,268.946157500812,264.05908089505,360.394350206098,280.328093866939,623.712393764851,990.683870622671,369.322933453326,456.546935680774,543.855902674107
"275","XR_002639307.1",16.6623567562237,8.21191972933314,1.72290915429387,4.76631034716323,1.87630177001834e-06,3.28455153486119e-05,38.4265815402351,9.39156121238583,14.007612369834,33.5000326508646,30.1006567892226,21.5636995282261,0,0,12.8619927073298,11.4545826156466,11.979204904716
"276","XM_022467571.1",278.413168091857,-1.55001038254363,0.326547346324392,-4.74666353896458,2.06799528740776e-06,3.60700337448585e-05,180.604933239105,223.310455494507,192.371209879053,257.162015349284,248.127035694943,174.384700532611,435.148181696408,511.050453344464,252.646285322549,248.728079654041,339.011498803463
"277","XR_002639995.1",54.9853627359737,2.61584270460212,0.551755347370786,4.74094672043884,2.12721872580021e-06,3.69690647870116e-05,65.3251886183997,51.1318332674339,68.1703801998587,102.470688108527,56.1336572555774,102.193184720724,24.8656103826519,21.6428470678667,45.9356882404635,28.6364565391166,38.3334556950913
"278","XM_022478282.1",16.563533388008,10.1938571322727,2.15956876967636,4.72032068411529,2.35473111692457e-06,4.077581149955e-05,34.5839233862116,9.39156121238583,31.7505880382904,32.514737572898,20.3382816143396,45.9400555166556,0,7.67971992730753,0,0,0
"279","XM_022464189.1",76.7248887052879,1.49660640339919,0.317563644970559,4.7127762484838,2.44364472148457e-06,4.21638196746478e-05,124.886390005764,90.7850917197297,96.1856049395267,91.6324422508943,82.1666577219321,82.5045894992998,63.2000930559069,53.7580394911527,53.2853983589376,56.454728605687,49.1147401093357
"280","XM_022465104.1",127.215020182569,-2.59463172449208,0.550747583761382,-4.71110868389436,2.46372794854246e-06,4.23585226581551e-05,51.8758850793174,80.3500237059676,60.6996536026139,79.808901315295,118.775564627743,73.1290679652884,190.636346266998,352.568960299118,96.4649453049733,148.909574003406,146.146299837535
"281","XM_022489606.1",2449.89762899699,0.827736833409777,0.175745254132968,4.70986734460275,2.47878072972321e-06,4.24656599035143e-05,2814.74709782222,2784.07614607171,2987.35679807326,2869.17926703875,2395.84957416921,2522.01529264905,2007.89803839914,1601.57068302213,2510.84471922373,2131.37055098282,2323.96575151491
"282","XM_022463662.1",138.181948743675,-2.15826786959001,0.458401216514482,-4.70825074593104,2.49851639308214e-06,4.26519784265866e-05,76.8531630804702,107.481200541749,58.8319719533027,115.279524122093,117.148502098596,81.5670373458986,234.151164436639,311.377735234469,116.676648130777,131.727700079936,168.906789156496
"283","XM_022444756.1",137.088709190217,2.21743212113392,0.471883319585943,4.69911104948491,2.61296351620586e-06,4.44480790353887e-05,201.739553086234,162.787061014688,184.900483281809,211.83844176282,152.943877739834,155.633657464588,83.9214350414501,51.6635704200688,129.538640838107,104.727612485912,68.2814679568813
"284","XM_022480914.1",187.714445851172,6.76657038210814,1.44479939481443,4.68339785190542,2.82158095212879e-06,4.78277841674225e-05,334.311259400046,174.265635829826,223.187957092688,399.044506576475,244.872910636649,543.780248972658,24.8656103826519,52.3617267770968,24.8052716498503,43.363777044948,0
"285","XM_022477064.1",237.620415971279,25.4981222886424,5.45014069258532,4.67843377388981,2.89074504476299e-06,4.88282338438212e-05,1202.75200220936,698.10605012068,219.452593794066,0,197.688097291381,0,0,0,295.825832268585,0,0
"286","XM_022434319.1",24.5341180530601,-7.20243976370623,1.54196948294961,-4.67093534816835,2.99831305272957e-06,5.04681085169236e-05,0,0,0,32.514737572898,34.9818443766641,35.6269818292431,15.5410064891574,57.2488212762925,43.1795469460357,19.6364273411085,31.1459327522617
"287","XM_022472320.1",122.1200117135,-2.14586753493307,0.459494579713093,-4.67006060500853,3.01110888132595e-06,5.05068925250981e-05,53.7972141563292,70.9584624935818,81.2441517450371,97.5442127186939,128.537939802626,64.6910985846782,183.383876572058,245.052881316813,127.701213308488,138.273175860306,152.135902289893
"288","XM_022473222.1",24.0547719915282,7.70896066643104,1.65488232852492,4.65831348462244,3.18810473006831e-06,5.3290056147739e-05,19.2132907701176,48.0013128633053,38.2874738108796,31.5294424949314,18.7112190851925,26.2514602952317,0,0,29.3988404738966,37.6364857371247,15.5729663761308
"289","XM_022452991.1",6123.18424703438,0.914498685096303,0.196356715627186,4.65733337500218,3.20331498133322e-06,5.33590253291976e-05,6444.13772429743,7196.0229022903,7638.8179456828,6550.24167832199,5528.75847404208,6607.86757717119,3713.26448380935,3138.21282484067,7869.7021093562,6393.29346847592,6274.70752909025
"290","XM_022434309.1",82.9051667532122,1.76928544103163,0.380575139294355,4.64897797662811,3.33583825070737e-06,5.53749149617423e-05,121.043731851741,93.9156121238583,127.002352153161,94.5883274847941,111.453783246581,82.5045894992998,71.4886298501242,49.5691013489849,52.3666845941284,58.9092820233256,49.1147401093357
"291","XR_002639007.1",944.357905708827,1.21712805561181,0.262274830982071,4.64065900282674,3.47299823820381e-06,5.74536547034817e-05,1039.43903066336,1229.25101202117,1442.7840740929,947.853865003874,883.494953326913,1054.74617257628,538.754891624124,638.114910323553,961.893311755305,720.820520313193,930.784221096435
"292","XM_022434789.1",240.1594615064,2.11651048861379,0.456549862683114,4.63588024356242,3.55421706848284e-06,5.83959077395098e-05,407.321764326492,251.485139131665,318.439721207559,269.97085136285,235.110535461766,403.147425962488,170.951071380732,124.969987908004,185.580180491472,135.818622442667,138.958776894706
"293","XM_022467328.1",33.8718509143221,-23.2254164997068,5.00979705365016,-4.63599947282986,3.55216870123612e-06,5.83959077395098e-05,0,0,0,0,0,100.318080413921,53.8754891624124,83.7787628433548,93.7088040105455,40.9092236273095,0
"294","XM_022458204.1",1893.88257897952,-0.7219417067361,0.155898130661467,-4.63085544177433,3.64158060239352e-06,5.9627785782049e-05,1635.051044537,1801.09273917533,1547.37424645433,1701.60459964833,1788.14171953274,1696.03184550265,2487.59710536447,2858.25212567246,1589.37481312004,1780.36941226051,1947.81871750682
"295","XM_022474507.1",164.87031077174,2.04414012071311,0.442085762551314,4.62385422438444,3.76674631571123e-06,6.14681924197758e-05,261.300754473599,141.916924987164,185.834324106464,196.073720515354,196.061034762234,298.141584781561,105.67884412627,84.4769192003828,116.676648130777,108.818534848643,118.594128556689
"296","XM_022484157.1",1161.36248967849,2.59704716947742,0.5617711552799,4.62296282938104,3.78297530414867e-06,6.15244699803098e-05,1542.82724884044,1062.28992380097,1523.09438501328,1503.56028897704,987.626955192332,2991.72892150302,721.102701096905,763.783054588585,542.959835002278,567.001839474509,569.012232974011
"297","XM_022473099.1",38.6752877296721,17.3290119891822,3.75675601031912,4.61275950356705,3.97357973141628e-06,6.4406777195414e-05,0,207.657853473864,69.1042210245143,67.0000653017292,30.1006567892226,51.5653684370624,0,0,0,0,0
"298","XM_022462207.1",49.9871255735983,18.1457229583276,3.9369899425811,4.60903462365241,4.0454296634165e-06,6.53513369117014e-05,111.437086466682,187.831224247717,30.8167472136348,66.0147702237626,0,153.758553157786,0,0,0,0,0
"299","XM_022438161.1",25.0040150053295,15.8251969250623,3.43506801586854,4.6069530070312,4.08612299235588e-06,6.57879467732482e-05,0,24.0006564316527,46.6920412327799,91.6324422508943,72.404282547049,40.3147425962488,0,0,0,0,0
"300","XM_022458599.1",613.220543325121,1.98033815361569,0.42996069281225,4.60585859759149,4.10767454580776e-06,6.59144842117286e-05,1300.73978513696,811.848291470686,899.288714143342,744.883078942754,536.930634618566,483.776911154985,368.83988734267,346.983709442895,540.203693707851,399.27402260254,312.657248013088
"301","XM_022464554.1",90.5023528629829,-2.04747772181464,0.445137671742681,-4.59965051665683,4.23200322319248e-06,6.76839319483342e-05,42.2692396942586,27.1311768357813,50.4274045314023,86.7059668610613,109.826720717434,75.9417244254918,109.823112523379,154.292554903178,109.326938012303,124.364039827021,105.417003161501
"302","XM_022480034.1",106.498491625434,1.47757192913559,0.321843385811441,4.59096565060765,4.41199950820667e-06,7.03290252732017e-05,144.099680775882,125.220816165144,127.002352153161,116.264819200059,127.724408538053,147.195688083978,72.5246969494013,98.4400463409419,62.4725360070303,83.4548161997113,67.0835474664097
"303","XM_022471373.1",336.9674084272,-2.78437794499714,0.607083357261974,-4.58648373685461,4.50773498774928e-06,7.16179413565182e-05,366.973853709245,189.918237850469,230.658683689933,185.235474657722,115.521439569449,79.6919330390964,449.653121086288,328.831644160168,769.882134910168,550.638150023585,439.636820003078
"304","XM_022487646.1",34.8162825260719,-22.5258299166687,4.9141086620216,-4.58390960923559,4.56361580483626e-06,7.22672581726373e-05,0,0,0,0,100.877876807125,0,0,48.172788634929,79.0093837735972,66.2729422762413,88.6461162948985
"305","XM_022475610.1",105.604516720392,-1.38935996977883,0.303470954281493,-4.57823047041956,4.68925877481748e-06,7.4013415547447e-05,53.7972141563292,78.2630101032152,76.5749476217591,90.6471471729277,112.267314511155,89.0674545731077,142.977259700248,159.877805759402,123.107644484442,128.454962189752,106.614923651973
"306","XM_022467991.1",279.319423474131,1.37326931553303,0.300259854704907,4.57360281108063,4.79408265845389e-06,7.5420633718291e-05,284.35670339774,452.881951797272,330.579651928082,326.132670806946,298.565974098506,294.391376167956,187.528144969166,154.990711260206,271.020560618735,237.273497038395,234.792416132434
"307","XR_002639434.1",28.2318651159184,16.4439860083574,3.60190995921039,4.56535177019312,4.98657446766072e-06,7.81933859521782e-05,0,43.8272856578005,68.1703801998587,99.5148028746272,26.8465317309283,72.1915158118873,0,0,0,0,0
"308","XM_022480600.1",346.772902985433,1.77428747543827,0.389258538204115,4.55812089215599,5.16133272911028e-06,8.06709602530418e-05,388.108473556375,368.3579008858,459.449685730555,423.67688352564,381.546163085011,581.282335108703,182.34780947278,224.108190605974,316.956248859198,297.000963534267,191.667278475456
"309","XM_022479411.1",178.350290737924,-1.51780336380285,0.333173897756994,-4.55558906031074,5.2238975990412e-06,8.13846053132179e-05,128.729048159788,145.047445391292,108.325535660049,132.029540447525,162.706252914717,147.195688083978,274.557781308448,328.13348780314,137.80706472139,184.091506322893,213.229847303945
"310","XM_022458534.1",58.4355096963582,-22.8800551031253,5.02426668068105,-4.55390936772964,5.26580498614126e-06,8.17728554944646e-05,0,0,0,0,153.757409004408,99.3805282605202,93.2460389349446,131.951551478284,0,164.455078981784,0
"311","XM_022486015.1",34.7417321484132,17.1500397495974,3.77031239104978,4.54870524530257,5.39769830940329e-06,8.35515101654902e-05,132.571706313811,0,68.1703801998587,61.0882948339295,59.3877823138717,60.9408899710737,0,0,0,0,0
"312","XM_022430588.1",38.2479618293018,17.415048345725,3.82968246600397,4.54738702237537,5.43160605171596e-06,8.38068959389763e-05,146.021009852893,0,86.8471966929707,82.7647865491949,73.2178138116226,31.8767732156386,0,0,0,0,0
"313","XM_022478737.1",223.315840187213,2.75499609740047,0.606051856491477,4.54580918759914,5.47245975995471e-06,8.41674801419233e-05,259.379425396587,322.443601625247,658.357781382197,187.206064813655,165.146846708438,265.327259412521,105.67884412627,76.7971992730753,153.425198723148,148.909574003406,113.802446594802
"314","XM_022462955.1",98.1854823370742,10.9110360814593,2.40450768595461,4.53774223521666,5.68597001867884e-06,8.71728014965604e-05,147.942338929905,262.963713946803,242.798614410456,100.500097952594,62.641907372166,84.3796938061021,0,0,86.3590938920713,92.4548453977194,0
"315","XM_022437641.1",85.4117370388055,2.93898211488732,0.649777225674261,4.52306113351018,6.09516259715586e-06,9.31495642625661e-05,144.099680775882,70.9584624935818,119.531625555917,144.838376461091,87.8613765739472,130.319749322758,40.4066168718093,17.4539089256989,75.3345287143601,54.8183596605947,53.9064220712221
"316","XM_022431641.1",357.886178514684,-0.90587153817244,0.200451554889027,-4.51915445941013,6.20870883234433e-06,9.45845706294482e-05,336.232588477057,374.618941694057,359.528717492406,276.867916908616,272.532973632151,240.950903424091,394.741564824599,492.898388061738,382.184926160656,433.63777044948,372.553272536668
"317","XM_022456089.1",32.3631941508039,16.8838774413702,3.73719374308528,4.51779559799635,6.24867605002195e-06,9.48931435482828e-05,92.2237956965643,0,48.5597228820911,46.3088686644305,66.7095636950339,102.193184720724,0,0,0,0,0
"318","XM_022462214.1",2752.93123868437,1.31637764464616,0.291733338403027,4.51226332873756,6.41394869178385e-06,9.7096694975621e-05,3406.51645354184,2921.81904385337,3417.85741823949,3503.70929724925,2757.05745563988,2705.77551471567,1623.51714456731,991.382026979699,3179.66834000488,2844.8274110431,2930.11351969354
"319","XM_022488197.1",400.712498058637,-1.36667368034712,0.30380773442953,-4.49848218286268,6.8440331037832e-06,0.000103282681384365,197.896894932211,294.268917988089,281.086088221335,376.382719783243,433.612164017721,335.643670917606,482.807268263157,640.907535751664,408.827625340125,486.819761164982,469.584832264868
"320","XM_022433301.1",115.046966877127,-1.17868868963579,0.262698899254554,-4.48684289496641,7.22863370995795e-06,0.000108406986541239,90.3024666195525,101.220159733492,95.2517641148711,96.5589176407273,91.9290328968151,92.8176631867123,156.446131990851,175.237245614017,111.164365541922,143.182282695583,111.406605613859
"321","XM_022479366.1",295.188825668145,-0.997539923968891,0.222306659050151,-4.48722466628339,7.21569724905655e-06,0.000108406986541239,315.097968629928,231.658509905517,242.798614410456,254.206130115384,218.026378905721,245.638664191097,397.84976612243,369.324712867789,299.500687327822,323.182866655745,349.792783217708
