"","A1.spat","A2.spat","A3.spat","A4.spat","A5.spat","A6.spat","A7.spat","A8.spat","A9.spat","A10.spat","A11.spat"
"XM_022485494.1",83,103,103,175,247,142,193,164,144,182,126
"XM_022485495.1",363,748,748,646,927,855,730,747,813,907,573
"XM_022485500.1",0,0,60,62,119,0,131,263,0,143,60
"XM_022485521.1",0,156,117,139,181,222,156,220,122,168,88
"XM_022485547.1",61,81,92,29,92,61,120,84,103,101,81
"XM_022485550.1",178,367,327,311,282,337,271,395,441,455,254
"XM_022485551.1",0,0,27,0,0,59,73,0,33,37,0
"XM_022485570.1",0,97,0,0,109,43,42,130,99,120,0
"XM_022485580.1",198,345,365,411,582,454,606,855,457,672,422
"XM_022485597.1",0,152,207,165,345,221,408,948,74,235,215
"XM_022485609.1",112,303,222,279,229,271,212,362,253,279,175
"XM_022485612.1",0,0,0,0,0,40,43,177,305,246,182
"XM_022485653.1",0,100,97,30,80,97,0,37,94,86,0
"XM_022485659.1",0,73,69,0,83,0,30,132,33,35,33
"XM_022485666.1",0,70,75,55,64,52,37,50,100,87,63
"XM_022485669.1",256,371,461,516,501,420,337,526,576,626,336
"XM_022485672.1",0,15,34,36,60,18,0,94,37,61,49
"XM_022485678.1",35,71,75,42,50,61,49,61,16,48,48
"XM_022485688.1",0,0,46,44,54,0,0,126,0,51,0
"XM_022485704.1",221,360,380,369,476,406,310,361,383,433,260
"XM_022485706.1",0,192,215,208,245,198,149,254,155,204,163
"XM_022485712.1",0,36,87,89,106,95,74,125,101,83,35
"XM_022485721.1",0,19,36,39,62,49,0,0,48,41,15
"XM_022485737.1",17,53,63,72,72,51,86,129,75,73,35
"XM_022485746.1",0,47,55,0,54,0,47,166,52,59,0
"XM_022485777.1",0,43,38,36,56,26,0,44,69,88,26
"XM_022485781.1",0,0,0,33,35,0,0,60,61,61,25
"XM_022485783.1",0,0,0,89,79,93,0,259,0,85,0
"XM_022485784.1",195,255,450,279,264,383,333,394,533,505,401
"XM_022485785.1",0,277,228,227,255,228,185,299,246,282,0
"XM_022485804.1",0,52,140,138,195,115,123,203,0,144,0
"XM_022485808.1",0,222,165,189,239,193,194,259,165,231,85
"XM_022485833.1",100,219,269,237,340,214,393,688,190,355,232
"XM_022485846.1",191,446,435,462,592,482,473,781,470,552,308
"XM_022485848.1",0,41,99,51,87,100,107,179,78,83,52
"XM_022485853.1",0,0,22,46,87,24,29,108,53,65,30
"XM_022485877.1",0,0,21,23,70,41,0,42,40,48,0
"XM_022485889.1",0,129,114,105,189,112,208,393,139,164,124
"XM_022485916.1",0,0,15,15,30,15,30,55,29,19,15
"XM_022485952.1",293,295,511,468,389,519,297,492,657,526,355
"XM_022485953.1",19,51,56,38,41,54,18,44,32,45,0
"XM_022485954.1",0,17,28,37,46,41,19,18,46,30,0
"XM_022485969.1",0,22,50,51,40,65,0,0,36,0,0
"XM_022485983.1",0,171,207,148,193,169,104,184,232,229,112
"XM_022485984.1",47,63,125,73,99,80,38,77,94,74,71
"XM_022485988.1",0,133,94,38,91,118,93,248,139,163,90
"XM_022486013.1",0,128,105,110,113,109,81,196,93,103,112
"XM_022486015.1",69,0,73,62,73,65,0,0,0,0,0
"XM_022486017.1",0,33,24,0,54,0,27,107,26,53,0
"XM_022486029.1",0,46,82,66,65,75,107,81,52,55,53
"XM_022486031.1",0,167,278,280,368,230,377,682,303,355,268
"XM_022486042.1",81,93,151,138,201,97,185,310,173,231,121
"XM_022486044.1",125,153,186,246,344,150,414,804,260,398,338
"XM_022486052.1",0,0,58,144,69,152,65,202,72,163,0
"XM_022486056.1",0,33,0,0,0,33,0,73,77,77,0
"XM_022486075.1",0,0,23,0,17,0,0,48,42,49,21
"XM_022486082.1",0,148,129,130,130,144,84,205,165,155,42
"XM_022486086.1",0,100,0,0,0,177,224,368,104,228,0
"XM_022486103.1",278,335,664,732,540,667,348,311,546,481,278
"XM_022486104.1",403,304,469,425,324,443,108,0,352,318,207
"XM_022486133.1",0,0,138,132,177,152,0,64,0,53,0
"XM_022486142.1",0,0,89,78,80,91,35,155,83,96,0
"XM_022486148.1",173,263,294,264,307,154,266,449,337,350,204
"XM_022486179.1",0,57,57,67,60,62,122,126,103,98,57
"XM_022486182.1",78,169,194,283,411,242,405,698,304,353,247
"XM_022486220.1",0,73,75,117,98,69,80,121,119,118,94
"XM_022486221.1",30,62,63,84,123,83,109,184,63,99,61
"XM_022486223.1",0,85,129,136,175,146,146,234,132,161,0
"XM_022486262.1",1591,3752,4247,3100,3585,3643,2072,2568,4571,3584,2458
"XM_022486263.1",0,0,59,0,71,55,0,198,58,138,0
"XM_022486265.1",0,135,114,75,145,126,190,298,112,134,51
"XM_022486277.1",0,49,118,47,130,111,106,197,114,164,0
"XM_022486282.1",2496,6541,5924,5757,7295,5110,5496,9189,7045,8930,5524
"XM_022486283.1",119,139,159,126,138,121,182,303,178,204,136
"XM_022486284.1",112,131,158,141,161,151,115,170,140,191,99
"XM_022486289.1",0,80,45,94,77,0,531,614,1347,835,605
"XM_022486297.1",12,24,55,37,48,41,39,67,52,70,46
"XM_022486299.1",79,57,133,160,136,78,99,240,212,183,157
"XM_022486318.1",0,122,89,107,99,110,130,234,49,172,71
"XM_022486320.1",0,0,0,32,56,27,0,22,24,69,0
"XM_022486322.1",49,0,107,154,108,37,36,35,122,156,88
"XM_022486324.1",71,85,186,82,78,87,80,183,116,123,43
"XM_022486331.1",0,99,93,90,86,60,90,83,0,105,0
"XM_022486340.1",0,105,0,115,326,299,117,332,0,0,0
"XM_022486347.1",53,101,94,114,186,101,214,317,158,154,105
"XM_022486362.1",0,0,70,0,61,27,26,73,41,59,0
"XM_022486370.1",0,258,257,223,264,240,236,546,110,270,0
"XM_022486412.1",20,29,55,31,88,61,78,129,85,73,59
"XM_022486421.1",0,85,32,74,119,0,43,117,75,84,30
"XM_022486430.1",0,0,0,45,42,0,49,153,0,78,0
"XM_022486433.1",0,42,65,60,87,60,45,116,39,26,20
"XM_022486434.1",0,44,0,0,26,46,21,47,21,34,0
"XM_022486436.1",132,316,368,393,454,435,428,510,445,446,333
"XM_022486438.1",0,129,99,94,156,121,127,288,109,120,105
"XM_022486451.1",67,60,63,67,66,82,27,0,41,14,14
"XM_022486452.1",91,130,275,432,195,321,286,385,265,258,206
"XM_022486453.1",195,267,233,247,231,286,47,0,228,113,31
"XM_022486462.1",0,45,95,92,132,114,45,135,0,0,0
"XM_022486463.1",0,0,0,0,44,0,25,40,22,22,0
"XM_022486467.1",64,78,110,112,143,107,116,192,127,129,106
"XM_022486484.1",0,180,0,0,0,90,203,342,86,220,0
"XM_022486487.1",280,455,443,466,410,473,374,297,424,569,377
"XM_022486524.1",0,0,0,0,43,0,115,124,77,93,70
"XM_022486535.1",0,0,0,22,15,26,0,0,38,47,21
"XM_022486542.1",98,187,218,171,164,232,102,176,210,183,170
"XM_022486544.1",0,190,201,221,239,245,252,450,241,322,87
"XM_022486548.1",0,74,35,89,100,76,84,81,196,162,49
"XM_022486559.1",89,150,141,119,195,167,174,303,190,228,150
"XM_022486564.1",68,113,116,106,149,117,66,110,97,121,57
"XM_022486565.1",196,556,488,423,560,539,654,1063,648,634,538
"XM_022486568.1",71,119,162,157,226,124,246,379,208,226,186
"XM_022486611.1",77,165,162,132,190,155,122,172,149,158,115
"XM_022486614.1",195,363,385,382,475,321,453,791,382,615,365
"XM_022486619.1",0,0,28,50,45,0,20,76,67,64,50
"XM_022486623.1",0,30,29,60,58,26,0,31,0,0,0
"XM_022486641.1",0,18,57,47,80,46,64,142,20,58,41
"XM_022486651.1",0,0,50,57,25,27,23,69,83,62,53
"XM_022486658.1",26,90,98,89,159,109,94,216,80,99,63
"XM_022486680.1",0,0,0,0,35,0,33,71,28,65,31
"XM_022486681.1",115,315,626,422,643,855,1281,1508,479,942,764
"XM_022486683.1",712,1623,1194,1349,1874,1091,1365,3627,1189,1402,807
"XM_022486689.1",175,315,349,284,331,373,212,320,365,349,224
"XM_022486706.1",71,32,144,80,85,93,40,184,104,87,38
"XM_022486715.1",0,0,123,0,226,201,0,203,191,106,0
"XM_022486717.1",0,346,284,303,291,307,287,420,319,426,0
"XM_022486739.1",393,799,676,603,752,723,711,1065,769,951,587
"XM_022486756.1",63,57,99,87,94,160,66,92,165,123,51
"XM_022486770.1",208,337,483,566,700,500,628,909,573,709,466
"XM_022486772.1",65,120,102,100,152,110,130,234,127,148,90
"XM_022486776.1",0,0,98,0,120,109,0,90,99,95,0
"XM_022486778.1",0,137,122,58,124,0,95,307,150,210,148
"XM_022486784.1",0,0,52,39,89,0,39,129,89,94,0
"XM_022486787.1",276,0,204,351,495,620,595,1586,396,185,0
"XM_022486789.1",0,446,444,345,531,0,586,607,373,608,332
"XM_022486802.1",0,49,31,18,21,43,0,69,49,50,18
"XM_022486803.1",0,0,0,10,34,9,11,81,27,0,9
"XM_022486804.1",0,133,149,74,192,149,171,285,0,165,0
"XM_022486812.1",196,517,434,544,541,513,429,420,507,572,431
"XM_022486813.1",0,0,57,0,62,56,0,156,0,110,0
"XM_022486817.1",0,72,78,29,0,92,0,27,120,71,0
"XM_022486830.1",45,92,101,84,135,89,55,139,77,60,88
"XM_022486832.1",0,59,49,44,115,49,84,461,87,130,100
"XM_022486834.1",0,0,0,62,0,0,106,166,147,79,107
"XM_022486835.1",0,153,145,159,191,164,170,214,181,222,101
"XM_022486859.1",132,259,235,208,252,306,212,209,201,242,150
"XM_022486889.1",0,0,21,0,61,23,30,100,0,21,20
"XM_022486891.1",11,40,39,15,44,29,18,51,40,39,30
"XM_022486896.1",804,1466,1881,1637,1840,1438,925,1078,1931,2152,1377
"XM_022486903.1",0,140,137,166,155,147,172,236,169,207,97
"XM_022486927.1",0,0,0,0,87,84,78,224,0,79,0
"XM_022486930.1",0,0,163,138,131,132,0,115,0,0,0
"XM_022486934.1",1470,3072,3576,2903,3373,3400,2414,3277,3703,3222,2386
"XM_022486939.1",0,0,54,45,78,57,87,142,64,84,55
"XM_022486943.1",0,0,32,76,18,20,67,89,71,58,69
"XM_022486944.1",0,0,33,68,74,43,59,95,86,79,49
"XM_022486950.1",0,0,37,44,37,23,38,67,37,42,0
"XM_022486954.1",2096,5710,3020,2755,3408,2548,3112,4110,2742,4417,2756
"XM_022486957.1",1471,2521,3027,2665,2941,2811,2064,2539,3536,3340,2122
"XM_022486964.1",0,0,0,42,52,19,54,53,51,49,0
"XM_022486981.1",441,172,386,359,430,656,0,1382,558,342,203
"XM_022486984.1",147,794,613,367,626,631,845,0,549,554,277
"XM_022486993.1",0,465,249,312,168,214,0,0,179,527,0
"XM_022487025.1",88,175,145,74,87,128,125,138,479,321,102
"XM_022487035.1",0,99,91,70,108,76,43,108,106,103,78
"XM_022487038.1",0,60,61,36,122,0,164,324,103,159,98
"XM_022487040.1",0,0,0,21,19,20,0,19,23,0,0
"XM_022487046.1",0,0,0,120,287,243,297,394,118,296,0
"XM_022487050.1",0,0,28,43,72,92,81,74,110,98,71
"XM_022487059.1",200,306,368,464,392,390,390,369,385,344,321
"XM_022487060.1",56,348,139,159,138,146,266,242,220,210,143
"XM_022487061.1",171,228,297,298,301,295,217,318,415,381,210
"XM_022487069.1",22,44,87,140,123,130,74,180,80,86,72
"XM_022487073.1",694,1385,1722,1092,1112,1377,947,1381,961,1045,956
"XM_022487074.1",89,208,212,261,324,208,236,334,229,248,215
"XM_022487082.1",0,0,40,33,0,0,35,0,77,69,0
"XM_022487084.1",0,35,0,76,0,37,47,87,67,98,76
"XM_022487094.1",0,17,0,35,35,18,54,96,25,22,38
"XM_022487096.1",0,0,0,22,46,0,27,122,22,26,0
"XM_022487142.1",41,0,66,94,74,98,36,38,44,50,26
"XM_022487147.1",122,85,204,122,172,216,146,227,126,117,0
"XM_022487148.1",124,72,170,128,171,245,190,240,109,133,64
"XM_022487172.1",0,0,13,9,16,11,0,10,12,0,0
"XM_022487175.1",11,36,46,25,39,31,52,73,44,47,35
"XM_022487177.1",0,0,30,26,27,20,0,0,21,11,0
"XM_022487208.1",209,361,431,373,487,480,253,444,376,392,231
"XM_022487243.1",0,22,24,21,0,26,0,66,23,48,0
"XM_022487258.1",57,183,216,165,167,161,168,190,201,219,136
"XM_022487266.1",1515,2918,3808,3115,3618,3570,2331,2739,4170,3513,2373
"XM_022487282.1",0,0,0,21,47,0,0,42,51,18,20
"XM_022487313.1",419,718,850,873,1274,911,1024,1788,813,1106,673
"XM_022487325.1",0,165,137,151,179,154,145,295,167,206,0
"XM_022487337.1",46,81,66,102,144,80,65,154,63,104,66
"XM_022487338.1",0,0,15,0,32,21,0,30,14,39,20
"XM_022487355.1",76,91,84,135,110,120,69,89,92,88,73
"XM_022487362.1",104,183,191,272,245,157,242,256,375,453,259
"XM_022487366.1",0,17,17,43,30,0,19,56,40,61,0
"XM_022487370.1",0,0,38,0,17,0,64,42,42,45,0
"XM_022487381.1",54,196,94,115,175,43,179,488,107,153,116
"XM_022487390.1",0,56,29,51,71,58,32,103,56,76,50
"XM_022487397.1",93,101,147,135,209,154,189,193,159,157,130
"XM_022487398.1",14,42,51,48,53,57,44,96,77,75,40
"XM_022487416.1",24,28,93,113,136,110,79,171,98,96,92
"XM_022487419.1",0,46,0,53,87,51,100,79,94,82,71
"XM_022487420.1",0,295,238,215,344,260,187,318,257,319,151
"XM_022487424.1",0,16,21,18,40,14,16,0,14,35,15
"XM_022487432.1",0,266,145,0,285,317,125,430,0,335,0
"XM_022487456.1",0,0,42,0,52,17,14,33,36,43,0
"XM_022487465.1",0,38,97,102,98,138,0,187,88,99,0
"XM_022487467.1",2049,3012,3390,3389,3195,3800,3960,3761,3569,3579,2490
"XM_022487468.1",0,263,291,279,354,286,403,823,429,511,324
"XM_022487472.1",0,49,50,43,105,0,102,178,81,111,0
"XM_022487489.1",27,45,67,59,48,76,0,0,78,85,21
"XM_022487501.1",27,116,123,152,234,142,412,699,198,295,199
"XM_022487511.1",332,263,362,498,414,567,415,0,265,293,209
"XM_022487515.1",0,35,47,40,41,47,14,0,15,30,0
"XM_022487517.1",58,166,117,123,58,114,43,117,141,168,79
"XM_022487519.1",0,48,0,99,124,90,57,198,65,135,52
"XM_022487520.1",22,41,52,27,44,30,55,83,57,55,36
"XM_022487521.1",0,32,35,53,55,25,16,62,60,87,34
"XM_022487522.1",149,185,286,245,369,289,220,479,237,287,143
"XM_022487523.1",362,771,899,840,1191,937,1032,1775,934,991,822
"XM_022487524.1",19,61,73,71,99,77,117,56,101,101,69
"XM_022487525.1",33,72,93,87,134,73,126,237,102,131,97
"XM_022487527.1",73,64,144,169,178,164,211,289,229,207,144
"XM_022487533.1",378,598,755,776,1095,745,856,1406,733,920,551
"XM_022487564.1",0,0,0,41,95,0,105,123,0,87,0
"XM_022487565.1",174,339,299,286,432,410,259,433,303,412,197
"XM_022487569.1",30,70,37,16,54,59,60,102,47,64,45
"XM_022487576.1",0,0,0,23,0,21,29,21,25,0,0
"XM_022487577.1",0,30,0,0,65,32,89,79,0,78,0
"XM_022487593.1",41,175,157,173,225,157,137,210,134,156,86
"XM_022487600.1",237,419,499,393,644,436,688,1123,434,628,458
"XM_022487603.1",128,167,301,200,191,314,81,95,267,185,123
"XM_022487604.1",732,1261,1761,1346,1550,1717,1745,2230,1929,1612,1361
"XM_022487615.1",98,209,236,210,179,264,164,214,278,238,164
"XM_022487619.1",235,907,968,63,111,0,129,499,0,25,0
"XM_022487644.1",0,150,186,149,236,184,291,508,183,232,167
"XM_022487646.1",0,0,0,0,124,0,0,69,86,81,74
"XM_022487647.1",146,154,207,164,157,227,59,35,109,87,71
"XM_022487650.1",0,0,0,38,55,28,69,70,42,57,21
"XM_022487673.1",0,0,0,0,19,22,22,51,0,19,0
"XM_022487680.1",262,0,0,780,653,0,0,1187,1509,680,0
"XM_022487681.1",225,1042,1164,207,654,1032,1486,1139,0,1102,1220
"XM_022487682.1",27,89,116,99,130,124,159,213,147,128,89
"XM_022487685.1",0,161,126,276,0,143,0,200,0,158,0
"XM_022487695.1",0,114,123,0,115,125,0,0,0,155,0
"XM_022487700.1",0,0,0,0,150,0,140,223,69,155,0
"XM_022487719.1",0,0,57,55,109,29,75,58,60,55,26
"XM_022487729.1",417,929,530,595,549,440,1137,2372,477,974,784
"XM_022487730.1",0,125,136,34,174,133,206,0,118,0,0
"XM_022487757.1",0,279,310,235,316,259,203,81,327,328,86
"XM_022487766.1",0,0,20,36,54,16,18,57,35,23,20
"XM_022487768.1",30,54,79,80,92,58,85,154,81,97,84
"XM_022487778.1",69,141,150,101,145,133,120,251,177,184,108
"XM_022487780.1",15,43,45,64,65,45,66,99,71,72,71
"XM_022487789.1",1010,1594,1869,1686,1865,2283,1501,2535,2231,2457,1572
"XM_022487797.1",81,242,137,146,167,137,137,200,162,183,129
"XM_022487808.1",73,94,106,133,96,60,44,81,115,94,59
"XM_022487816.1",0,0,58,90,28,24,0,0,81,122,41
"XM_022487818.1",52,94,91,103,139,82,123,269,108,115,92
"XM_022487820.1",0,45,255,139,272,240,55,158,209,215,0
"XM_022487826.1",0,123,44,0,0,0,158,196,49,47,0
"XM_022487829.1",17,55,57,35,54,81,46,66,73,39,18
"XM_022487834.1",0,10,0,29,20,29,0,0,13,0,0
"XM_022487841.1",0,19,19,18,22,21,41,82,25,48,18
"XM_022487843.1",0,0,13,11,34,13,10,31,10,0,10
"XM_022487844.1",0,0,19,0,44,13,29,74,20,49,14
"XM_022487850.1",0,56,33,15,13,33,52,73,69,44,31
"XM_022487855.1",46,31,50,60,60,73,47,40,63,33,34
"XM_022487861.1",0,62,77,78,126,78,93,208,83,115,69
"XM_022487864.1",0,0,91,0,100,190,0,276,0,94,0
"XM_022487866.1",23,51,67,107,101,74,77,88,45,98,51
"XM_022487872.1",84,34,156,111,163,299,0,0,62,0,0
"XM_022487878.1",225,1008,945,992,1551,1149,1154,2286,790,1168,812
"XM_022487884.1",0,47,51,59,66,52,67,70,64,55,55
"XM_022487888.1",47,89,115,159,201,127,260,562,182,268,226
"XM_022487891.1",0,47,55,47,60,0,83,185,56,69,76
"XM_022487892.1",0,15,21,0,0,0,21,54,0,15,0
"XM_022487893.1",20,55,55,26,82,29,19,0,69,67,56
"XM_022487894.1",125,319,338,253,377,290,358,651,310,317,269
"XM_022487918.1",0,0,62,27,53,103,84,115,124,97,55
"XM_022487932.1",33,45,63,61,80,67,83,121,87,95,79
"XM_022487933.1",27,59,61,70,117,71,51,20,47,76,41
"XM_022487934.1",95,187,101,105,113,124,159,153,127,133,48
"XM_022487939.1",52,25,112,110,111,67,100,114,131,81,95
"XM_022487944.1",0,36,83,98,167,88,166,341,144,175,105
"XM_022487950.1",126,101,237,138,200,233,146,217,134,136,62
"XM_022487957.1",0,34,28,0,65,28,38,97,89,99,0
"XM_022487958.1",0,46,106,102,54,0,0,0,45,100,0
"XM_022487963.1",0,31,32,0,27,0,0,41,30,11,11
"XM_022487967.1",0,31,15,43,175,0,93,116,51,62,33
"XM_022487968.1",0,24,0,47,65,48,82,121,75,50,54
"XM_022487973.1",17,13,47,51,53,19,87,126,64,60,46
"XM_022487983.1",0,0,18,36,19,18,0,0,0,17,0
"XM_022487990.1",0,25,26,26,41,19,0,31,11,15,0
"XM_022488020.1",0,0,13,13,12,0,13,0,14,0,16
"XM_022488027.1",0,20,0,23,0,0,19,0,55,41,0
"XM_022488030.1",14,28,51,29,28,13,0,0,0,0,0
"XM_022488031.1",0,25,27,27,41,31,0,34,11,15,0
"XM_022488032.1",0,27,28,36,25,36,9,13,0,0,0
"XM_022488041.1",42,59,64,77,118,68,91,217,91,118,84
"XM_022488057.1",30,86,77,75,121,80,96,184,90,112,68
"XM_022488064.1",0,19,15,18,41,15,0,0,0,0,0
"XM_022488079.1",176,287,331,367,497,391,280,290,408,416,263
"XM_022488086.1",0,53,140,49,123,97,97,160,106,128,0
"XM_022488098.1",492,1030,998,877,1172,1088,1075,1678,1007,1303,662
"XM_022488121.1",502,1107,1131,1081,1461,1328,974,2019,1135,1238,861
"XM_022488123.1",97,248,158,194,313,153,253,452,146,269,197
"XM_022488139.1",0,118,103,50,93,124,44,0,116,49,0
"XM_022488146.1",327,774,602,585,646,568,613,1007,532,681,383
"XM_022488197.1",103,282,301,382,533,358,466,918,445,595,392
"XM_022488227.1",0,0,0,16,51,16,82,88,17,36,17
"XM_022488230.1",0,60,28,57,23,35,31,29,17,14,21
"XM_022488232.1",0,29,63,62,65,0,25,92,59,90,28
"XM_022488243.1",134,101,184,140,213,185,149,192,82,106,0
"XM_022488254.1",14,0,0,25,25,41,0,0,13,13,13
"XM_022488259.1",0,63,87,90,95,96,128,210,95,126,0
"XM_022488262.1",60,199,175,129,171,152,72,168,151,169,104
"XM_022488269.1",0,31,17,42,35,17,33,80,18,50,36
"XM_022488270.1",314,767,698,641,722,800,623,888,717,864,475
"XM_022488305.1",106,133,197,166,201,181,151,368,197,184,231
"XM_022488315.1",64,115,109,114,180,112,160,285,95,118,90
"XM_022488325.1",0,61,66,76,72,62,116,178,66,86,69
"XM_022488326.1",0,0,31,0,29,27,0,0,62,37,0
"XM_022488328.1",70,62,116,133,127,105,100,204,179,169,124
"XM_022488340.1",2945,5776,6098,4996,5774,6327,5189,8233,6954,5809,4835
"XM_022488355.1",124,273,116,169,125,195,89,96,123,83,122
"XM_022488366.1",151,299,278,326,492,331,321,620,291,379,251
"XM_022488368.1",202,394,468,485,669,536,509,1038,423,573,385
"XM_022488372.1",349,687,738,617,882,648,713,1243,698,821,505
"XM_022488405.1",0,98,59,69,108,129,70,114,96,99,0
"XM_022488414.1",0,43,59,0,47,76,32,115,95,100,60
"XM_022488435.1",134,108,200,196,161,243,85,81,74,63,44
"XM_022488452.1",293,593,615,547,720,686,711,1052,573,798,513
"XM_022488456.1",60,114,107,84,106,109,83,131,125,145,62
"XM_022488461.1",0,15,16,48,38,34,42,58,64,70,39
"XM_022488465.1",0,102,76,72,102,79,60,93,69,96,0
"XM_022488470.1",0,36,35,0,30,33,0,98,83,79,0
"XM_022488485.1",0,123,106,145,125,120,48,223,134,130,104
"XM_022488490.1",0,106,120,107,161,127,134,358,102,156,0
"XM_022488516.1",0,101,222,207,265,245,0,150,174,206,0
"XM_022488524.1",111,198,226,257,354,189,224,358,281,341,240
"XM_022488548.1",30,89,85,81,134,92,89,198,86,93,60
"XM_022488553.1",830,1217,1334,1136,1234,1290,1589,2689,2384,2466,1540
"XM_022488558.1",0,22,0,37,60,38,56,140,49,59,50
"XM_022488566.1",315,671,549,676,541,433,458,377,769,683,415
"XM_022488578.1",0,0,0,27,28,0,65,106,34,74,27
"XM_022488579.1",0,129,119,122,202,139,129,306,111,138,39
"XM_022488584.1",49,74,135,169,102,121,70,63,115,85,92
"XM_022488585.1",20,24,41,30,44,31,38,68,37,43,32
"XM_022488587.1",29,69,97,117,190,64,118,265,129,162,113
"XM_022488606.1",60,109,121,92,154,99,89,145,162,163,106
"XM_022488614.1",0,14,0,12,38,24,14,18,37,37,13
"XM_022488620.1",214,294,419,326,356,445,174,408,465,429,262
"XM_022488621.1",0,37,36,30,80,38,86,47,68,86,0
"XM_022488647.1",618,904,758,716,854,900,745,683,667,811,562
"XM_022488649.1",398,284,599,615,457,224,178,174,391,307,272
"XM_022488651.1",0,46,59,55,57,54,42,76,82,71,39
"XM_022488655.1",796,680,1050,1371,1550,2019,1003,725,745,936,775
"XM_022488662.1",343,903,904,890,1085,987,724,1102,892,979,544
"XM_022488698.1",39,14,58,45,42,61,27,67,10,12,23
"XM_022488702.1",0,622,625,558,724,672,658,1030,591,800,382
"XM_022488705.1",155,207,237,246,431,158,335,519,118,244,160
"XM_022488710.1",77,57,155,194,187,156,105,181,205,184,124
"XM_022488712.1",0,44,90,76,84,50,39,144,94,125,86
"XM_022488715.1",20,55,67,66,93,49,12,27,80,32,45
"XM_022488719.1",0,55,78,81,105,89,0,87,65,66,59
"XM_022488722.1",0,23,56,45,63,52,0,114,0,23,21
"XM_022488726.1",125,169,232,229,232,288,86,51,124,104,83
"XM_022488730.1",47,90,117,132,234,152,147,179,87,121,95
"XM_022488777.1",0,84,0,39,88,42,95,109,0,97,0
"XM_022488798.1",51,142,166,180,274,106,376,416,173,243,199
"XM_022488803.1",56,91,102,114,100,94,98,229,146,158,102
"XM_022488804.1",60,161,153,113,129,117,93,251,102,137,104
"XM_022488825.1",0,0,23,0,49,29,42,50,40,39,38
"XM_022488831.1",161,384,488,297,443,369,430,908,277,409,243
"XM_022488843.1",0,63,77,0,46,98,28,69,41,71,30
"XM_022488845.1",148,299,309,366,410,351,282,351,367,358,270
"XM_022488846.1",0,33,0,39,78,0,0,0,67,88,0
"XM_022488847.1",0,0,46,28,52,25,59,130,27,0,26
"XM_022488852.1",0,17,0,0,32,36,23,0,15,38,17
"XM_022488853.1",0,32,63,29,78,32,41,85,32,68,28
"XM_022488858.1",0,55,23,0,39,0,53,175,52,90,25
"XM_022488862.1",392,710,958,744,952,833,702,1433,583,923,579
"XM_022488866.1",0,218,157,167,147,194,145,195,214,223,133
"XM_022488868.1",51,96,148,126,128,160,80,133,173,150,88
"XM_022488875.1",0,96,161,177,239,139,309,758,193,290,206
"XM_022488876.1",0,0,0,0,58,0,210,273,0,84,122
"XM_022488880.1",38,55,70,60,121,70,119,287,66,98,93
"XM_022488884.1",0,82,18,46,19,58,63,90,75,122,23
"XM_022488898.1",114,749,177,166,215,272,202,587,116,374,115
"XM_022488900.1",0,16,42,39,61,45,35,96,16,38,16
"XM_022488912.1",0,40,36,32,58,45,38,52,18,56,20
"XM_022488920.1",0,0,0,66,82,0,36,97,62,29,0
"XM_022488927.1",0,133,139,124,137,141,96,112,145,132,104
"XM_022488928.1",416,16,1986,387,398,290,0,0,61,14,0
"XM_022488940.1",176,0,509,82,77,120,0,0,0,0,0
"XM_022488942.1",0,73,72,73,106,83,32,110,120,120,67
"XM_022488943.1",11,9,19,24,30,37,10,31,35,26,11
"XM_022488944.1",82,117,155,179,118,183,50,37,89,78,55
"XM_022488951.1",10356,19071,22374,17406,26979,27735,15771,23313,20923,20607,14587
"XM_022488952.1",31,115,133,154,249,130,243,231,216,295,192
"XM_022488964.1",14,0,0,18,22,35,0,0,15,0,14
"XM_022488965.1",192,466,256,204,266,438,290,492,311,332,269
"XM_022488973.1",24,156,107,84,78,67,156,157,181,141,100
