"","Cgigas_KEGGID","Day","modColor","KEGGID_pathway","pathway.name","Num.genes.all","Num.genes.exp","Gene.IDs","Rich_factor","pvalue","log10_pvalue","qvalue","Cvirginica_GeneID","Cvirginica_Protein_name"
"14","crg:105331157","Day2","green","crg03010","Ribosome",122,39,"105331157",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111118348"," 40S ribosomal protein S15Aa"
"15","crg:105344628","Day2","green","crg03010","Ribosome",122,39,"105344628",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111127638"," 40S ribosomal protein S16"
"16","crg:105344628","Day2","green","crg03010","Ribosome",122,39,"105344628",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111136522"," 40S ribosomal protein S16-like"
"17","crg:105347800","Day2","green","crg03010","Ribosome",122,39,"105347800",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111126281"," 40S ribosomal protein S18"
"18","crg:105340582","Day2","green","crg03010","Ribosome",122,39,"105340582",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111118510"," 40S ribosomal protein S20"
"19","crg:105344033","Day2","green","crg03010","Ribosome",122,39,"105344033",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111122453"," 40S ribosomal protein S21-like"
"20","crg:105344033","Day2","green","crg03010","Ribosome",122,39,"105344033",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111121088"," 40S ribosomal protein S21-like"
"21","crg:105339104","Day2","green","crg03010","Ribosome",122,39,"105339104",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111123867"," 40S ribosomal protein S25-like"
"22","crg:105335873","Day2","green","crg03010","Ribosome",122,39,"105335873",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111126482"," 40S ribosomal protein S3"
"23","crg:105335873","Day2","green","crg03010","Ribosome",122,39,"105335873",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111126078"," 40S ribosomal protein S3"
"24","crg:105347828","Day2","green","crg03010","Ribosome",122,39,"105347828",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111125548"," 40S ribosomal protein S5"
"25","crg:105319797","Day2","green","crg03010","Ribosome",122,39,"105319797",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111121848"," 40S ribosomal protein S7-like"
"26","crg:105319797","Day2","green","crg03010","Ribosome",122,39,"105319797",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111118983"," 40S ribosomal protein S7-like"
"27","crg:105319364","Day2","green","crg03010","Ribosome",122,39,"105319364",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111116477"," 60S acidic ribosomal protein P0-like"
"28","crg:105319364","Day2","green","crg03010","Ribosome",122,39,"105319364",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111130039"," 60S acidic ribosomal protein P0-like"
"29","crg:105336480","Day2","green","crg03010","Ribosome",122,39,"105336480",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111119745"," 60S ribosomal protein L10-like"
"30","crg:105336480","Day2","green","crg03010","Ribosome",122,39,"105336480",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111119970"," 60S ribosomal protein L10-like"
"31","crg:105337746","Day2","green","crg03010","Ribosome",122,39,"105337746",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111135849"," 60S ribosomal protein L13-like"
"32","crg:105332844","Day2","green","crg03010","Ribosome",122,39,"105332844",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111136230"," 60S ribosomal protein L14-like"
"33","crg:105332844","Day2","green","crg03010","Ribosome",122,39,"105332844",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111133720"," 60S ribosomal protein L14-like"
"34","crg:105319021","Day2","green","crg03010","Ribosome",122,39,"105319021",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111132297"," 60S ribosomal protein L15-like"
"35","crg:105326463","Day2","green","crg03010","Ribosome",122,39,"105326463",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111106383"," 60S ribosomal protein L18a-like"
"36","crg:105326463","Day2","green","crg03010","Ribosome",122,39,"105326463",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111106322"," 60S ribosomal protein L18a-like"
"37","crg:105326418","Day2","green","crg03010","Ribosome",122,39,"105326418",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111118104"," 60S ribosomal protein L23"
"38","crg:105346731","Day2","green","crg03010","Ribosome",122,39,"105346731",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111132903"," 60S ribosomal protein L23a-like"
"39","crg:105342603","Day2","green","crg03010","Ribosome",122,39,"105342603",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111102811"," 60S ribosomal protein L24-like"
"40","crg:105342603","Day2","green","crg03010","Ribosome",122,39,"105342603",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111103150"," 60S ribosomal protein L24-like"
"41","crg:105325638","Day2","green","crg03010","Ribosome",122,39,"105325638",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111136425"," 60S ribosomal protein L26-like"
"42","crg:105324627","Day2","green","crg03010","Ribosome",122,39,"105324627",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111120067"," 60S ribosomal protein L27a-like"
"43","crg:105330605","Day2","green","crg03010","Ribosome",122,39,"105330605",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111135345"," 60S ribosomal protein L30-like"
"44","crg:105337115","Day2","green","crg03010","Ribosome",122,39,"105337115",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111101507"," 60S ribosomal protein L32-like"
"45","crg:105319282","Day2","green","crg03010","Ribosome",122,39,"105319282",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111119059"," 60S ribosomal protein L34-like"
"46","crg:105319282","Day2","green","crg03010","Ribosome",122,39,"105319282",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111119826"," 60S ribosomal protein L34-like"
"47","crg:105338614","Day2","green","crg03010","Ribosome",122,39,"105338614",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111127437"," 60S ribosomal protein L35-like"
"48","crg:105333469","Day2","green","crg03010","Ribosome",122,39,"105333469",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111101860"," 60S ribosomal protein L35a-like"
"49","crg:105319573","Day2","green","crg03010","Ribosome",122,39,"105319573",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111115132"," 60S ribosomal protein L37a"
"50","crg:105319573","Day2","green","crg03010","Ribosome",122,39,"105319573",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111114610"," 60S ribosomal protein L37a"
"51","crg:105348141","Day2","green","crg03010","Ribosome",122,39,"105348141",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111102683"," 60S ribosomal protein L44-like"
"52","crg:105348141","Day2","green","crg03010","Ribosome",122,39,"105348141",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111105616"," 60S ribosomal protein L44-like"
"53","crg:105344646","Day2","green","crg03010","Ribosome",122,39,"105344646",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111134500"," 60S ribosomal protein L7-like"
"54","crg:105328963","Day2","green","crg03010","Ribosome",122,39,"105328963",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111120619"," probable 60S ribosomal protein L37-A"
"55","crg:105320864","Day2","green","crg03010","Ribosome",122,39,"105320864",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111131668"," probable ribosome biogenesis protein RLP24"
"56","crg:105342397","Day2","green","crg03010","Ribosome",122,39,"105342397",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111131216"," ubiquitin-40S ribosomal protein S27a"
"57","crg:105335841","Day2","green","crg03010","Ribosome",122,39,"105335841",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111122600"," ubiquitin-60S ribosomal protein L40"
"58","crg:105347132","Day2","green","crg03010","Ribosome",122,39,"105347132",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111128317"," ubiquitin-like protein FUBI"
"59","crg:105347132","Day2","green","crg03010","Ribosome",122,39,"105347132",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111131662"," ubiquitin-like protein FUBI"
"60","crg:105321548","Day2","green","crg03010","Ribosome",122,39,"105321548",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111124252"," uncharacterized"
"61","crg:105321548","Day2","green","crg03010","Ribosome",122,39,"105321548",0.319672131147541,4.92196911991965e-39,38.307861115357,2.38326925806635e-37,"LOC111124261"," uncharacterized"
