"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_name"
"12","crg:105325638","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105325638","60S ribosomal protein L26"
"13","crg:105326418","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105326418","60S ribosomal protein L23"
"14","crg:105326463","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105326463","60S ribosomal protein L18a"
"15","crg:105327279","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105327279","ubiquitin-like protein FUBI"
"16","crg:105328963","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105328963","probable 60S ribosomal protein L37-A"
"17","crg:105330130","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105330130","60S ribosomal protein L4"
"18","crg:105330605","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105330605","60S ribosomal protein L30"
"19","crg:105331157","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105331157","40S ribosomal protein S15Aa"
"20","crg:105332191","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105332191","40S ribosomal protein S2"
"21","crg:105332215","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105332215","40S ribosomal protein S15"
"22","crg:105332495","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105332495","40S ribosomal protein S4"
"23","crg:105332844","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105332844","60S ribosomal protein L14"
"24","crg:105333469","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105333469","60S ribosomal protein L35a"
"25","crg:105335873","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105335873","40S ribosomal protein S3"
"26","crg:105335875","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105335875","60S ribosomal protein L6"
"27","crg:105336480","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105336480","60S ribosomal protein L10"
"28","crg:105337746","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105337746","60S ribosomal protein L13"
"29","crg:105338035","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105338035","60S ribosomal protein L11"
"30","crg:105338085","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105338085","40S ribosomal protein S13"
"31","crg:105338604","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105338604","60S ribosomal protein L5"
"32","crg:105338614","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105338614","60S ribosomal protein L35 isoform X1"
"33","crg:105339104","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105339104","40S ribosomal protein S25"
"34","crg:105340032","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105340032","40S ribosomal protein S8"
"35","crg:105340582","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105340582","Rps20; 40S ribosomal protein S20"
"36","crg:105341326","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105341326","40S ribosomal protein S6"
"37","crg:105341412","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105341412","40S ribosomal protein S10-like"
"38","crg:105342603","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105342603","60S ribosomal protein L24"
"39","crg:105343260","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105343260","40S ribosomal protein S17"
"40","crg:105344033","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105344033","40S ribosomal protein S21"
"41","crg:105344628","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105344628","40S ribosomal protein S16"
"42","crg:105344646","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105344646","60S ribosomal protein L7"
"43","crg:105347733","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105347733","60S ribosomal protein L27"
"44","crg:105347800","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105347800","40S ribosomal protein S18"
"45","crg:105347828","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105347828","Rps5; 40S ribosomal protein S5"
"46","crg:105348141","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105348141","60S ribosomal protein L44"
"47","crg:105348430","crg03010","Ribosome","105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"105348430","40S ribosomal protein S23"
